culti	gr.culti	muni	mes	anho	precio
Pinha	FRUTALES	BUCARAMANGA	ABRIL	2016	676
Tomate	HORTALIZAS	BUCARAMANGA	ABRIL	2016	1847
Uva red globe nacional	FRUTALES	BUCARAMANGA	ABRIL	2016	3596
Arracacha	TUBERCULOS	BUCARAMANGA	ABRIL	2016	3568
Papa negra	TUBERCULOS	BUCARAMANGA	ABRIL	2016	1564
Papa criolla	TUBERCULOS	BUCARAMANGA	ABRIL	2016	3670
Platano harton verde	TUBERCULOS	BUCARAMANGA	ABRIL	2016	1638
Yuca	TUBERCULOS	BUCARAMANGA	ABRIL	2016	1215
Arroz de primera	GRANOS	BUCARAMANGA	ABRIL	2016	3247
Arveja verde seca importada	GRANOS	BUCARAMANGA	ABRIL	2016	2015
Frijol seco	GRANOS	BUCARAMANGA	ABRIL	2016	6000
Garbanzo importado	GRANOS	BUCARAMANGA	ABRIL	2016	4600
Lenteja importada	GRANOS	BUCARAMANGA	ABRIL	2016	5108
Maiz amarillo	GRANOS	BUCARAMANGA	ABRIL	2016	NA
Ahuyama	HORTALIZAS	CARTAGENA	ABRIL	2016	597
Arveja verde en vaina	HORTALIZAS	CARTAGENA	ABRIL	2016	NA
Cebolla cabezona blanca	HORTALIZAS	CARTAGENA	ABRIL	2016	2402
Cebolla junca	HORTALIZAS	CARTAGENA	ABRIL	2016	1247
Chocolo mazorca	HORTALIZAS	CARTAGENA	ABRIL	2016	1000
Habichuela	HORTALIZAS	CARTAGENA	ABRIL	2016	2354
Lechuga Batavia	HORTALIZAS	CARTAGENA	ABRIL	2016	2847
Pepino cohombro	HORTALIZAS	CARTAGENA	ABRIL	2016	712
Pimenton	HORTALIZAS	CARTAGENA	ABRIL	2016	2527
Remolacha	HORTALIZAS	CARTAGENA	ABRIL	2016	1357
Tomate	HORTALIZAS	CARTAGENA	ABRIL	2016	1526
Zanahoria	HORTALIZAS	CARTAGENA	ABRIL	2016	1050
Aguacate	FRUTALES	CARTAGENA	ABRIL	2016	5475
Banano	FRUTALES	CARTAGENA	ABRIL	2016	NA
Coco	FRUTALES	CARTAGENA	ABRIL	2016	2273
Granadilla	FRUTALES	CARTAGENA	ABRIL	2016	2646
Guayaba pera	FRUTALES	CARTAGENA	ABRIL	2016	2400
Limon tahiti	FRUTALES	CARTAGENA	ABRIL	2016	2873
Lulo	FRUTALES	CARTAGENA	ABRIL	2016	4129
Mandarina	FRUTALES	CARTAGENA	ABRIL	2016	2632
Mango Tommy	FRUTALES	CARTAGENA	ABRIL	2016	NA
Manzana verde importada	FRUTALES	CARTAGENA	ABRIL	2016	4262
Maracuya	FRUTALES	CARTAGENA	ABRIL	2016	3328
Mora de Castilla	FRUTALES	CARTAGENA	ABRIL	2016	5237
Naranja Valencia	FRUTALES	CARTAGENA	ABRIL	2016	1109
Papaya maradol	FRUTALES	CARTAGENA	ABRIL	2016	1875
Pinha	FRUTALES	CARTAGENA	ABRIL	2016	1286
Tomate	HORTALIZAS	CARTAGENA	ABRIL	2016	1854
Uva red globe nacional	FRUTALES	CARTAGENA	ABRIL	2016	4667
Arracacha	TUBERCULOS	CARTAGENA	ABRIL	2016	NA
Papa negra	TUBERCULOS	CARTAGENA	ABRIL	2016	1368
Papa criolla	TUBERCULOS	CARTAGENA	ABRIL	2016	4300
Platano harton verde	TUBERCULOS	CARTAGENA	ABRIL	2016	1416
Yuca	TUBERCULOS	CARTAGENA	ABRIL	2016	792
Arroz de primera	GRANOS	CARTAGENA	ABRIL	2016	3153
Arveja verde seca importada	GRANOS	CARTAGENA	ABRIL	2016	2469
Frijol seco	GRANOS	CARTAGENA	ABRIL	2016	5306
Garbanzo importado	GRANOS	CARTAGENA	ABRIL	2016	NA
Lenteja importada	GRANOS	CARTAGENA	ABRIL	2016	5003
Maiz amarillo	GRANOS	CARTAGENA	ABRIL	2016	950
Ahuyama	HORTALIZAS	CALI	ABRIL	2016	819
Arveja verde en vaina	HORTALIZAS	CALI	ABRIL	2016	5704
Cebolla cabezona blanca	HORTALIZAS	CALI	ABRIL	2016	2358
Cebolla junca	HORTALIZAS	CALI	ABRIL	2016	1344
Chocolo mazorca	HORTALIZAS	CALI	ABRIL	2016	731
Habichuela	HORTALIZAS	CALI	ABRIL	2016	1863
Lechuga Batavia	HORTALIZAS	CALI	ABRIL	2016	1306
Pepino cohombro	HORTALIZAS	CALI	ABRIL	2016	591
Pimenton	HORTALIZAS	CALI	ABRIL	2016	1758
Remolacha	HORTALIZAS	CALI	ABRIL	2016	1370
Tomate	HORTALIZAS	CALI	ABRIL	2016	1641
Zanahoria	HORTALIZAS	CALI	ABRIL	2016	975
Aguacate	FRUTALES	CALI	ABRIL	2016	4159
Banano	FRUTALES	CALI	ABRIL	2016	1229
Coco	FRUTALES	CALI	ABRIL	2016	1818
Granadilla	FRUTALES	CALI	ABRIL	2016	2257
Guayaba pera	FRUTALES	CALI	ABRIL	2016	1509
Limon tahiti	FRUTALES	CALI	ABRIL	2016	2289
Lulo	FRUTALES	CALI	ABRIL	2016	3436
Mandarina	FRUTALES	CALI	ABRIL	2016	2335
Mango Tommy	FRUTALES	CALI	ABRIL	2016	2274
Manzana verde importada	FRUTALES	CALI	ABRIL	2016	4024
Maracuya	FRUTALES	CALI	ABRIL	2016	2703
Mora de Castilla	FRUTALES	CALI	ABRIL	2016	4940
Naranja Valencia	FRUTALES	CALI	ABRIL	2016	715
Papaya maradol	FRUTALES	CALI	ABRIL	2016	1159
Pinha	FRUTALES	CALI	ABRIL	2016	1048
Tomate	HORTALIZAS	CALI	ABRIL	2016	1736
Uva red globe nacional	FRUTALES	CALI	ABRIL	2016	3610
Arracacha	TUBERCULOS	CALI	ABRIL	2016	3976
Papa negra	TUBERCULOS	CALI	ABRIL	2016	1221
Papa criolla	TUBERCULOS	CALI	ABRIL	2016	2996
Platano harton verde	TUBERCULOS	CALI	ABRIL	2016	1367
Yuca	TUBERCULOS	CALI	ABRIL	2016	1248
Arroz de primera	GRANOS	CALI	ABRIL	2016	3100
Arveja verde seca importada	GRANOS	CALI	ABRIL	2016	2547
Frijol seco	GRANOS	CALI	ABRIL	2016	5877
Garbanzo importado	GRANOS	CALI	ABRIL	2016	NA
Lenteja importada	GRANOS	CALI	ABRIL	2016	5233
Maiz amarillo	GRANOS	CALI	ABRIL	2016	1648
Ahuyama	HORTALIZAS	CUCUTA	ABRIL	2016	730
Arveja verde en vaina	HORTALIZAS	CUCUTA	ABRIL	2016	6530
Cebolla cabezona blanca	HORTALIZAS	CUCUTA	ABRIL	2016	2283
Cebolla junca	HORTALIZAS	CUCUTA	ABRIL	2016	970
Chocolo mazorca	HORTALIZAS	CUCUTA	ABRIL	2016	978
Habichuela	HORTALIZAS	CUCUTA	ABRIL	2016	2339
Lechuga Batavia	HORTALIZAS	CUCUTA	ABRIL	2016	1540
Pepino cohombro	HORTALIZAS	CUCUTA	ABRIL	2016	781
Pimenton	HORTALIZAS	CUCUTA	ABRIL	2016	3088
Remolacha	HORTALIZAS	CUCUTA	ABRIL	2016	1139
Tomate	HORTALIZAS	CUCUTA	ABRIL	2016	1412
Zanahoria	HORTALIZAS	CUCUTA	ABRIL	2016	833
Aguacate	FRUTALES	CUCUTA	ABRIL	2016	5167
Banano	FRUTALES	CUCUTA	ABRIL	2016	1508
Coco	FRUTALES	CUCUTA	ABRIL	2016	1554
Granadilla	FRUTALES	CUCUTA	ABRIL	2016	2164
Guayaba pera	FRUTALES	CUCUTA	ABRIL	2016	3038
Limon tahiti	FRUTALES	CUCUTA	ABRIL	2016	2494
Lulo	FRUTALES	CUCUTA	ABRIL	2016	4402
Mandarina	FRUTALES	CUCUTA	ABRIL	2016	1846
Mango Tommy	FRUTALES	CUCUTA	ABRIL	2016	2192
Manzana verde importada	FRUTALES	CUCUTA	ABRIL	2016	4366
Maracuya	FRUTALES	CUCUTA	ABRIL	2016	3353
Mora de Castilla	FRUTALES	CUCUTA	ABRIL	2016	5192
Naranja Valencia	FRUTALES	CUCUTA	ABRIL	2016	859
Papaya maradol	FRUTALES	CUCUTA	ABRIL	2016	1056
Pinha	FRUTALES	CUCUTA	ABRIL	2016	869
Tomate	HORTALIZAS	CUCUTA	ABRIL	2016	2195
Uva red globe nacional	FRUTALES	CUCUTA	ABRIL	2016	NA
Arracacha	TUBERCULOS	CUCUTA	ABRIL	2016	3816
Papa negra	TUBERCULOS	CUCUTA	ABRIL	2016	1392
Papa criolla	TUBERCULOS	CUCUTA	ABRIL	2016	3676
Platano harton verde	TUBERCULOS	CUCUTA	ABRIL	2016	1427
Yuca	TUBERCULOS	CUCUTA	ABRIL	2016	1449
Arroz de primera	GRANOS	CUCUTA	ABRIL	2016	3260
Arveja verde seca importada	GRANOS	CUCUTA	ABRIL	2016	2267
Frijol seco	GRANOS	CUCUTA	ABRIL	2016	9500
Garbanzo importado	GRANOS	CUCUTA	ABRIL	2016	4507
Lenteja importada	GRANOS	CUCUTA	ABRIL	2016	5602
Maiz amarillo	GRANOS	CUCUTA	ABRIL	2016	NA
Ahuyama	HORTALIZAS	MEDELLIN	ABRIL	2016	675
Arveja verde en vaina	HORTALIZAS	MEDELLIN	ABRIL	2016	5876
Cebolla cabezona blanca	HORTALIZAS	MEDELLIN	ABRIL	2016	2554
Cebolla junca	HORTALIZAS	MEDELLIN	ABRIL	2016	1339
Chocolo mazorca	HORTALIZAS	MEDELLIN	ABRIL	2016	992
Habichuela	HORTALIZAS	MEDELLIN	ABRIL	2016	1177
Lechuga Batavia	HORTALIZAS	MEDELLIN	ABRIL	2016	924
Pepino cohombro	HORTALIZAS	MEDELLIN	ABRIL	2016	1072
Pimenton	HORTALIZAS	MEDELLIN	ABRIL	2016	2385
Remolacha	HORTALIZAS	MEDELLIN	ABRIL	2016	1473
Tomate	HORTALIZAS	MEDELLIN	ABRIL	2016	1548
Zanahoria	HORTALIZAS	MEDELLIN	ABRIL	2016	749
Aguacate	FRUTALES	MEDELLIN	ABRIL	2016	2722
Banano	FRUTALES	MEDELLIN	ABRIL	2016	911
Coco	FRUTALES	MEDELLIN	ABRIL	2016	4980
Granadilla	FRUTALES	MEDELLIN	ABRIL	2016	2596
Guayaba pera	FRUTALES	MEDELLIN	ABRIL	2016	1406
Limon tahiti	FRUTALES	MEDELLIN	ABRIL	2016	2996
Lulo	FRUTALES	MEDELLIN	ABRIL	2016	3653
Mandarina	FRUTALES	MEDELLIN	ABRIL	2016	2246
Mango Tommy	FRUTALES	MEDELLIN	ABRIL	2016	2024
Manzana verde importada	FRUTALES	MEDELLIN	ABRIL	2016	4069
Maracuya	FRUTALES	MEDELLIN	ABRIL	2016	2424
Mora de Castilla	FRUTALES	MEDELLIN	ABRIL	2016	5305
Naranja Valencia	FRUTALES	MEDELLIN	ABRIL	2016	1275
Papaya maradol	FRUTALES	MEDELLIN	ABRIL	2016	1968
Pinha	FRUTALES	MEDELLIN	ABRIL	2016	900
Tomate	HORTALIZAS	MEDELLIN	ABRIL	2016	1713
Uva red globe nacional	FRUTALES	MEDELLIN	ABRIL	2016	3659
Arracacha	TUBERCULOS	MEDELLIN	ABRIL	2016	3644
Papa negra	TUBERCULOS	MEDELLIN	ABRIL	2016	2765
Papa criolla	TUBERCULOS	MEDELLIN	ABRIL	2016	4807
Platano harton verde	TUBERCULOS	MEDELLIN	ABRIL	2016	1483
Yuca	TUBERCULOS	MEDELLIN	ABRIL	2016	1293
Arroz de primera	GRANOS	MEDELLIN	ABRIL	2016	3047
Arveja verde seca importada	GRANOS	MEDELLIN	ABRIL	2016	2400
Frijol seco	GRANOS	MEDELLIN	ABRIL	2016	7658
Garbanzo importado	GRANOS	MEDELLIN	ABRIL	2016	3880
Lenteja importada	GRANOS	MEDELLIN	ABRIL	2016	4600
Maiz amarillo	GRANOS	MEDELLIN	ABRIL	2016	1188
Ahuyama	HORTALIZAS	PEREIRA	ABRIL	2016	867
Arveja verde en vaina	HORTALIZAS	PEREIRA	ABRIL	2016	6114
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	ABRIL	2016	2228
Cebolla junca	HORTALIZAS	PEREIRA	ABRIL	2016	1028
Chocolo mazorca	HORTALIZAS	PEREIRA	ABRIL	2016	NA
Habichuela	HORTALIZAS	PEREIRA	ABRIL	2016	1263
Lechuga Batavia	HORTALIZAS	PEREIRA	ABRIL	2016	2514
Pepino cohombro	HORTALIZAS	PEREIRA	ABRIL	2016	1052
Pimenton	HORTALIZAS	PEREIRA	ABRIL	2016	1674
Remolacha	HORTALIZAS	PEREIRA	ABRIL	2016	NA
Tomate	HORTALIZAS	PEREIRA	ABRIL	2016	1467
Zanahoria	HORTALIZAS	PEREIRA	ABRIL	2016	956
Aguacate	FRUTALES	PEREIRA	ABRIL	2016	4000
Banano	FRUTALES	PEREIRA	ABRIL	2016	1211
Coco	FRUTALES	PEREIRA	ABRIL	2016	1867
Granadilla	FRUTALES	PEREIRA	ABRIL	2016	1833
Guayaba pera	FRUTALES	PEREIRA	ABRIL	2016	1413
Limon tahiti	FRUTALES	PEREIRA	ABRIL	2016	1975
Lulo	FRUTALES	PEREIRA	ABRIL	2016	3344
Mandarina	FRUTALES	PEREIRA	ABRIL	2016	1736
Mango Tommy	FRUTALES	PEREIRA	ABRIL	2016	2013
Manzana verde importada	FRUTALES	PEREIRA	ABRIL	2016	3886
Maracuya	FRUTALES	PEREIRA	ABRIL	2016	2927
Mora de Castilla	FRUTALES	PEREIRA	ABRIL	2016	4500
Naranja Valencia	FRUTALES	PEREIRA	ABRIL	2016	813
Papaya maradol	FRUTALES	PEREIRA	ABRIL	2016	1413
Pinha	FRUTALES	PEREIRA	ABRIL	2016	1425
Tomate	HORTALIZAS	PEREIRA	ABRIL	2016	1894
Uva red globe nacional	FRUTALES	PEREIRA	ABRIL	2016	3500
Arracacha	TUBERCULOS	PEREIRA	ABRIL	2016	3356
Papa negra	TUBERCULOS	PEREIRA	ABRIL	2016	1200
Papa criolla	TUBERCULOS	PEREIRA	ABRIL	2016	4075
Platano harton verde	TUBERCULOS	PEREIRA	ABRIL	2016	1208
Yuca	TUBERCULOS	PEREIRA	ABRIL	2016	1195
Arroz de primera	GRANOS	PEREIRA	ABRIL	2016	3313
Arveja verde seca importada	GRANOS	PEREIRA	ABRIL	2016	2203
Frijol seco	GRANOS	PEREIRA	ABRIL	2016	8473
Garbanzo importado	GRANOS	PEREIRA	ABRIL	2016	4680
Lenteja importada	GRANOS	PEREIRA	ABRIL	2016	5301
Maiz amarillo	GRANOS	PEREIRA	ABRIL	2016	1400
Ahuyama	HORTALIZAS	BARRANQUILLA	ABRIL	2017	785
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	ABRIL	2017	5766
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	ABRIL	2017	2777
Cebolla junca	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1822
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	ABRIL	2017	681
Habichuela	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1456
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1816
Pepino cohombro	HORTALIZAS	BARRANQUILLA	ABRIL	2017	793
Pimenton	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1612
Remolacha	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1965
Tomate	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1396
Zanahoria	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1141
Aguacate	FRUTALES	BARRANQUILLA	ABRIL	2017	4832
Banano	FRUTALES	BARRANQUILLA	ABRIL	2017	580
Coco	FRUTALES	BARRANQUILLA	ABRIL	2017	2594
Granadilla	FRUTALES	BARRANQUILLA	ABRIL	2017	6161
Guayaba pera	FRUTALES	BARRANQUILLA	ABRIL	2017	1833
Limon tahiti	FRUTALES	BARRANQUILLA	ABRIL	2017	1379
Lulo	FRUTALES	BARRANQUILLA	ABRIL	2017	3778
Mandarina	FRUTALES	BARRANQUILLA	ABRIL	2017	2084
Mango Tommy	FRUTALES	BARRANQUILLA	ABRIL	2017	2720
Manzana verde importada	FRUTALES	BARRANQUILLA	ABRIL	2017	5846
Maracuya	FRUTALES	BARRANQUILLA	ABRIL	2017	3426
Mora de Castilla	FRUTALES	BARRANQUILLA	ABRIL	2017	3336
Naranja Valencia	FRUTALES	BARRANQUILLA	ABRIL	2017	965
Papaya maradol	FRUTALES	BARRANQUILLA	ABRIL	2017	2060
Pinha	FRUTALES	BARRANQUILLA	ABRIL	2017	1015
Tomate	HORTALIZAS	BARRANQUILLA	ABRIL	2017	1632
Uva red globe nacional	FRUTALES	BARRANQUILLA	ABRIL	2017	4053
Arracacha	TUBERCULOS	BARRANQUILLA	ABRIL	2017	NA
Papa negra	TUBERCULOS	BARRANQUILLA	ABRIL	2017	566
Papa criolla	TUBERCULOS	BARRANQUILLA	ABRIL	2017	1578
Platano harton verde	TUBERCULOS	BARRANQUILLA	ABRIL	2017	1163
Yuca	TUBERCULOS	BARRANQUILLA	ABRIL	2017	631
Arroz de primera	GRANOS	BARRANQUILLA	ABRIL	2017	2601
Arveja verde seca importada	GRANOS	BARRANQUILLA	ABRIL	2017	1791
Frijol seco	GRANOS	BARRANQUILLA	ABRIL	2017	4768
Garbanzo importado	GRANOS	BARRANQUILLA	ABRIL	2017	NA
Lenteja importada	GRANOS	BARRANQUILLA	ABRIL	2017	4290
Maiz amarillo	GRANOS	BARRANQUILLA	ABRIL	2017	1324
Ahuyama	HORTALIZAS	BOGOTA	ABRIL	2017	1196
Arveja verde en vaina	HORTALIZAS	BOGOTA	ABRIL	2017	4366
Cebolla cabezona blanca	HORTALIZAS	BOGOTA	ABRIL	2017	2655
Cebolla junca	HORTALIZAS	BOGOTA	ABRIL	2017	1940
Chocolo mazorca	HORTALIZAS	BOGOTA	ABRIL	2017	1745
Habichuela	HORTALIZAS	BOGOTA	ABRIL	2017	1865
Lechuga Batavia	HORTALIZAS	BOGOTA	ABRIL	2017	1299
Pepino cohombro	HORTALIZAS	BOGOTA	ABRIL	2017	1157
Pimenton	HORTALIZAS	BOGOTA	ABRIL	2017	2394
Remolacha	HORTALIZAS	BOGOTA	ABRIL	2017	1729
Tomate	HORTALIZAS	BOGOTA	ABRIL	2017	1568
Zanahoria	HORTALIZAS	BOGOTA	ABRIL	2017	1250
Aguacate	FRUTALES	BOGOTA	ABRIL	2017	4716
Banano	FRUTALES	BOGOTA	ABRIL	2017	1865
Coco	FRUTALES	BOGOTA	ABRIL	2017	3402
Granadilla	FRUTALES	BOGOTA	ABRIL	2017	3509
Guayaba pera	FRUTALES	BOGOTA	ABRIL	2017	1864
Limon tahiti	FRUTALES	BOGOTA	ABRIL	2017	2544
Lulo	FRUTALES	BOGOTA	ABRIL	2017	2329
Mandarina	FRUTALES	BOGOTA	ABRIL	2017	3324
Mango Tommy	FRUTALES	BOGOTA	ABRIL	2017	2796
Manzana verde importada	FRUTALES	BOGOTA	ABRIL	2017	4097
Maracuya	FRUTALES	BOGOTA	ABRIL	2017	3374
Mora de Castilla	FRUTALES	BOGOTA	ABRIL	2017	3018
Naranja Valencia	FRUTALES	BOGOTA	ABRIL	2017	1131
Papaya maradol	FRUTALES	BOGOTA	ABRIL	2017	1375
Pinha	FRUTALES	BOGOTA	ABRIL	2017	687
Tomate	HORTALIZAS	BOGOTA	ABRIL	2017	1711
Uva red globe nacional	FRUTALES	BOGOTA	ABRIL	2017	3793
Arracacha	TUBERCULOS	BOGOTA	ABRIL	2017	958
Papa negra	TUBERCULOS	BOGOTA	ABRIL	2017	744
Papa criolla	TUBERCULOS	BOGOTA	ABRIL	2017	1834
Platano harton verde	TUBERCULOS	BOGOTA	ABRIL	2017	1142
Yuca	TUBERCULOS	BOGOTA	ABRIL	2017	980
Arroz de primera	GRANOS	BOGOTA	ABRIL	2017	2379
Arveja verde seca importada	GRANOS	BOGOTA	ABRIL	2017	2098
Frijol seco	GRANOS	BOGOTA	ABRIL	2017	4045
Garbanzo importado	GRANOS	BOGOTA	ABRIL	2017	6073
Lenteja importada	GRANOS	BOGOTA	ABRIL	2017	4481
Maiz amarillo	GRANOS	BOGOTA	ABRIL	2017	NA
Ahuyama	HORTALIZAS	BUCARAMANGA	ABRIL	2017	883
Arveja verde en vaina	HORTALIZAS	BUCARAMANGA	ABRIL	2017	3519
Cebolla cabezona blanca	HORTALIZAS	BUCARAMANGA	ABRIL	2017	2545
Cebolla junca	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1560
Chocolo mazorca	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1043
Habichuela	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1034
Lechuga Batavia	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1119
Pepino cohombro	HORTALIZAS	BUCARAMANGA	ABRIL	2017	431
Pimenton	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1947
Remolacha	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1942
Tomate	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1402
Zanahoria	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1077
Aguacate	FRUTALES	BUCARAMANGA	ABRIL	2017	4207
Banano	FRUTALES	BUCARAMANGA	ABRIL	2017	1841
Coco	FRUTALES	BUCARAMANGA	ABRIL	2017	4333
Granadilla	FRUTALES	BUCARAMANGA	ABRIL	2017	3336
Guayaba pera	FRUTALES	BUCARAMANGA	ABRIL	2017	1247
Limon tahiti	FRUTALES	BUCARAMANGA	ABRIL	2017	1775
Lulo	FRUTALES	BUCARAMANGA	ABRIL	2017	2382
Mandarina	FRUTALES	BUCARAMANGA	ABRIL	2017	1946
Mango Tommy	FRUTALES	BUCARAMANGA	ABRIL	2017	2233
Manzana verde importada	FRUTALES	BUCARAMANGA	ABRIL	2017	3546
Maracuya	FRUTALES	BUCARAMANGA	ABRIL	2017	2935
Mora de Castilla	FRUTALES	BUCARAMANGA	ABRIL	2017	2732
Naranja Valencia	FRUTALES	BUCARAMANGA	ABRIL	2017	777
Papaya maradol	FRUTALES	BUCARAMANGA	ABRIL	2017	1233
Pinha	FRUTALES	BUCARAMANGA	ABRIL	2017	601
Tomate	HORTALIZAS	BUCARAMANGA	ABRIL	2017	1704
Uva red globe nacional	FRUTALES	BUCARAMANGA	ABRIL	2017	3545
Arracacha	TUBERCULOS	BUCARAMANGA	ABRIL	2017	1072
Papa negra	TUBERCULOS	BUCARAMANGA	ABRIL	2017	644
Papa criolla	TUBERCULOS	BUCARAMANGA	ABRIL	2017	1529
Platano harton verde	TUBERCULOS	BUCARAMANGA	ABRIL	2017	1084
Yuca	TUBERCULOS	BUCARAMANGA	ABRIL	2017	801
Arroz de primera	GRANOS	BUCARAMANGA	ABRIL	2017	2890
Arveja verde seca importada	GRANOS	BUCARAMANGA	ABRIL	2017	1797
Frijol seco	GRANOS	BUCARAMANGA	ABRIL	2017	4000
Garbanzo importado	GRANOS	BUCARAMANGA	ABRIL	2017	4600
Lenteja importada	GRANOS	BUCARAMANGA	ABRIL	2017	3800
Maiz amarillo	GRANOS	BUCARAMANGA	ABRIL	2017	NA
Ahuyama	HORTALIZAS	CARTAGENA	ABRIL	2017	844
Arveja verde en vaina	HORTALIZAS	CARTAGENA	ABRIL	2017	NA
Cebolla cabezona blanca	HORTALIZAS	CARTAGENA	ABRIL	2017	2759
Cebolla junca	HORTALIZAS	CARTAGENA	ABRIL	2017	NA
Chocolo mazorca	HORTALIZAS	CARTAGENA	ABRIL	2017	750
Habichuela	HORTALIZAS	CARTAGENA	ABRIL	2017	1614
Lechuga Batavia	HORTALIZAS	CARTAGENA	ABRIL	2017	1576
Pepino cohombro	HORTALIZAS	CARTAGENA	ABRIL	2017	709
Pimenton	HORTALIZAS	CARTAGENA	ABRIL	2017	2083
Remolacha	HORTALIZAS	CARTAGENA	ABRIL	2017	1956
Tomate	HORTALIZAS	CARTAGENA	ABRIL	2017	1664
Zanahoria	HORTALIZAS	CARTAGENA	ABRIL	2017	1087
Aguacate	FRUTALES	CARTAGENA	ABRIL	2017	4725
Banano	FRUTALES	CARTAGENA	ABRIL	2017	NA
Coco	FRUTALES	CARTAGENA	ABRIL	2017	1975
Granadilla	FRUTALES	CARTAGENA	ABRIL	2017	3718
Guayaba pera	FRUTALES	CARTAGENA	ABRIL	2017	1800
Limon tahiti	FRUTALES	CARTAGENA	ABRIL	2017	2291
Lulo	FRUTALES	CARTAGENA	ABRIL	2017	3667
Mandarina	FRUTALES	CARTAGENA	ABRIL	2017	3037
Mango Tommy	FRUTALES	CARTAGENA	ABRIL	2017	NA
Manzana verde importada	FRUTALES	CARTAGENA	ABRIL	2017	4641
Maracuya	FRUTALES	CARTAGENA	ABRIL	2017	NA
Mora de Castilla	FRUTALES	CARTAGENA	ABRIL	2017	3135
Naranja Valencia	FRUTALES	CARTAGENA	ABRIL	2017	1021
Papaya maradol	FRUTALES	CARTAGENA	ABRIL	2017	1875
Pinha	FRUTALES	CARTAGENA	ABRIL	2017	1200
Tomate	HORTALIZAS	CARTAGENA	ABRIL	2017	1636
Uva red globe nacional	FRUTALES	CARTAGENA	ABRIL	2017	4519
Arracacha	TUBERCULOS	CARTAGENA	ABRIL	2017	NA
Papa negra	TUBERCULOS	CARTAGENA	ABRIL	2017	525
Papa criolla	TUBERCULOS	CARTAGENA	ABRIL	2017	1841
Platano harton verde	TUBERCULOS	CARTAGENA	ABRIL	2017	1229
Yuca	TUBERCULOS	CARTAGENA	ABRIL	2017	500
Arroz de primera	GRANOS	CARTAGENA	ABRIL	2017	2600
Arveja verde seca importada	GRANOS	CARTAGENA	ABRIL	2017	2450
Frijol seco	GRANOS	CARTAGENA	ABRIL	2017	4500
Garbanzo importado	GRANOS	CARTAGENA	ABRIL	2017	NA
Lenteja importada	GRANOS	CARTAGENA	ABRIL	2017	4500
Maiz amarillo	GRANOS	CARTAGENA	ABRIL	2017	1525
Ahuyama	HORTALIZAS	CALI	ABRIL	2017	762
Arveja verde en vaina	HORTALIZAS	CALI	ABRIL	2017	3028
Cebolla cabezona blanca	HORTALIZAS	CALI	ABRIL	2017	2917
Cebolla junca	HORTALIZAS	CALI	ABRIL	2017	1805
Chocolo mazorca	HORTALIZAS	CALI	ABRIL	2017	631
Habichuela	HORTALIZAS	CALI	ABRIL	2017	1202
Lechuga Batavia	HORTALIZAS	CALI	ABRIL	2017	1058
Pepino cohombro	HORTALIZAS	CALI	ABRIL	2017	485
Pimenton	HORTALIZAS	CALI	ABRIL	2017	1667
Remolacha	HORTALIZAS	CALI	ABRIL	2017	1995
Tomate	HORTALIZAS	CALI	ABRIL	2017	1351
Zanahoria	HORTALIZAS	CALI	ABRIL	2017	1141
Aguacate	FRUTALES	CALI	ABRIL	2017	4047
Banano	FRUTALES	CALI	ABRIL	2017	1126
Coco	FRUTALES	CALI	ABRIL	2017	1818
Granadilla	FRUTALES	CALI	ABRIL	2017	3213
Guayaba pera	FRUTALES	CALI	ABRIL	2017	1027
Limon tahiti	FRUTALES	CALI	ABRIL	2017	2050
Lulo	FRUTALES	CALI	ABRIL	2017	2213
Mandarina	FRUTALES	CALI	ABRIL	2017	2445
Mango Tommy	FRUTALES	CALI	ABRIL	2017	2194
Manzana verde importada	FRUTALES	CALI	ABRIL	2017	3887
Maracuya	FRUTALES	CALI	ABRIL	2017	2946
Mora de Castilla	FRUTALES	CALI	ABRIL	2017	2490
Naranja Valencia	FRUTALES	CALI	ABRIL	2017	NA
Papaya maradol	FRUTALES	CALI	ABRIL	2017	1294
Pinha	FRUTALES	CALI	ABRIL	2017	665
Tomate	HORTALIZAS	CALI	ABRIL	2017	1728
Uva red globe nacional	FRUTALES	CALI	ABRIL	2017	3467
Arracacha	TUBERCULOS	CALI	ABRIL	2017	918
